Binomial.1.2,Updated_taxonomy_MammalDiversityDatabase,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Method,Mass.ref,Notes.mass,IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.ref,Notes.Diet,Scavenging,Scav.ref,Scav.notes,Locomotion.ambulatory,Locomotion.cursorial,Locomotion.bound,Locomotion.scansorial,Locomotion.ref.,Taxon.Inferred.from.locomotion,Notes.locomotion,Cooperative.hunting,Cooperative.hunt.ref.,Taxon.inferred.from.cooperation,Notes.cooperative,Hunting.terrestrial,Hunting.arboreal,Hunting.fossorial,Hunting.fishing,Hunting.habitat.ref,Taxon.Inferred.from.hunting.habitat,Notes.hunting.habitat,Ambush,Pursuit,Pounce.pursuit,Opportunistic,Taxon.Inferred.from.habitat.method,Notes.hunting.method,Hunting.method.ref.,Bone.consumer,Bone.ref,Hunting.time.nocturl,Hunting.time.crepuscular,Hunting.time.diurl,Hunting.time.ref,Taxon.inferred.timing,Notes.hunting.time,Brain.mass.g,Brain.mass.method,Brain.mass.ref,EQ.SR.,EQ.ICR.,EQ.PGLS.,EQ.method,EQ.ref
Genetta_bourloni,,Carnivora,Viverridae,Genetta,bourloni,1750,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,VU,0,50,50,Transformed ,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",,0,N/A,No evidence,0,0,0,1,"Larivière, S. and Calzada, J., 2001. Genetta genetta. Mammalian species, 2001(680), pp.1-6.",Genus,N/A,0,N/A,N/A,N/A,1,1,0,0,"Palomares, F. and Delibes, M., 1994. Spatio-temporal ecology and behavior of European genets in southwestern Spain. Journal of Mammalogy, 75(3), pp.714-724.",Genus,N/A,0,0,0,1,Genus,Inferred from genus,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,23,Imputed,COMBINE (imputation_phylo_756),1.57,0.21,2.04,Calculated,"Formulas from Boddy et al., 2012"
Genetta_cristata,,Carnivora,Viverridae,Genetta,cristata,2500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,VU,0,70,30,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.10",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,22,Imputed,COMBINE (imputation_phylo_756),1.13,0.16,1.54,Calculated,"Formulas from Boddy et al., 2012"
Genetta_genetta,,Carnivora,Viverridae,Genetta,genetta,1800,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Tobajas, Jorge, et al. ""Effects on carrion consumption in a mammalian scavenger community when dominant species are excluded."" Mammalian Biology 101.6 (2021): 851-859.",No evidence,0,0,0,1,"Polly, P. David, A. Goswami, and A. Friscia. ""Tiptoeing through the trophics: geographic variation in carnivoran locomotor ecomorphology in relation to environment."" Carnivoran evolution: new views on phylogeny, form, and function (2010): 374-401.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,1,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,0,0,0,1,N/A,N/A,"Larivière, S. and Calzada, J., 2001. Genetta genetta. Mammalian species, 2001(680), pp.1-6.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,15,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.98,0.13,1.29,Calculated,"Formulas from Boddy et al., 2012"
Genetta_johnstoni,,Carnivora,Viverridae,Genetta,johnstoni,2225,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,25,Imputed,COMBINE (imputation_phylo_756),1.4,0.19,1.89,Calculated,"Formulas from Boddy et al., 2012"
Genetta_maculata,Genetta_fieldiana,Carnivora,Viverridae,Genetta,maculata,2225,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Polly, P. David, A. Goswami, and A. Friscia. ""Tiptoeing through the trophics: geographic variation in carnivoran locomotor ecomorphology in relation to environment."" Carnivoran evolution: new views on phylogeny, form, and function (2010): 374-401.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,19,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.1,0.15,1.49,Calculated,"Formulas from Boddy et al., 2012"
Genetta_pardina,,Carnivora,Viverridae,Genetta,pardina,3100,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,LC,10,70,20,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.10",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,15,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.68,0.1,0.97,Calculated,"Formulas from Boddy et al., 2012"
Genetta_piscivora,,Carnivora,Viverridae,Genetta,piscivora,3000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,23,Imputed,COMBINE (imputation_phylo_756),1.04,0.15,1.46,Calculated,"Formulas from Boddy et al., 2012"
Genetta_poensis,,Carnivora,Viverridae,Genetta,poensis,2250,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,DD,10,70,20,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.10",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,26,Imputed,COMBINE (imputation_phylo_756),1.48,0.2,2,Calculated,"Formulas from Boddy et al., 2012"
Genetta_servalina,,Carnivora,Viverridae,Genetta,servalina,1055,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.10",N/A,0,N/A,No evidence,0,0,0,1,"Polly, P. David, A. Goswami, and A. Friscia. ""Tiptoeing through the trophics: geographic variation in carnivoran locomotor ecomorphology in relation to environment."" Carnivoran evolution: new views on phylogeny, form, and function (2010): 374-401.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,16,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.54,0.19,1.87,Calculated,"Formulas from Boddy et al., 2012"
Genetta_thierryi,,Carnivora,Viverridae,Genetta,thierryi,1400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,18,Imputed,COMBINE (imputation_phylo_756),1.45,0.19,1.82,Calculated,"Formulas from Boddy et al., 2012"
Genetta_tigrina,,Carnivora,Viverridae,Genetta,tigrina,2225,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Roberts, Peter D., et al. ""Diet of the South African large-spotted genet Genetta tigrina (Carnivora, Viverridae) in a coastal dune forest."" Acta Theriologica 52 (2007): 45-53",N/A,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,1,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,16,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.9,0.12,1.21,Calculated,"Formulas from Boddy et al., 2012"
Genetta_victoriae,,Carnivora,Viverridae,Genetta,victoriae,3000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Polly, P. David, A. Goswami, and A. Friscia. ""Tiptoeing through the trophics: geographic variation in carnivoran locomotor ecomorphology in relation to environment."" Carnivoran evolution: new views on phylogeny, form, and function (2010): 374-401.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,27,Imputed,COMBINE (imputation_phylo_756),1.24,0.17,1.74,Calculated,"Formulas from Boddy et al., 2012"
Gulo_gulo,,Carnivora,Mustelidae,Gulo,gulo,17012.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,100,0,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society B 284:20162116.",N/A,1,"Jung, Thomas S., et al. ""Dining with a glutton: an intraguild interaction between scavenging wolverine (Gulo gulo) and lynx (Lynx canadensis)."" Ecosphere 14.10 (2023): e4491",N/A,0,0,0,1,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,Fishing inferred from dietary absence in CarniDiet and MammalDiet,1,0,0,0,N/A,Described as an ambush predator,"Van Valkenburgh, Blaire. ""Locomotor diversity within past and present guilds of large predatory mammals."" Paleobiology11.4 (1985): 406-428. Janis, Christine M., and Borja Figueirido. ""Forelimb atomy and the discrimination of the predatory behavior of carnivorous mammals: the thylacine as a case study."" Journal of morphology 275.12 (214): 1321-1338.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,81,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.01,0.17,1.83,Calculated,"Formulas from Boddy et al., 2012"
Herpailurus_yagouaroundi,,Carnivora,Felidae,Herpailurus,yagouaroundi,7874.9,Reported,"Brown, J. H., and P. F. Nicoletto. 1991. Spatial scaling of species assemblages:  body masses of North American land mammals.  American Naturalist 138:1478–1512.",N/A,LC,0,100,0,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society B 284:20162116.",N/A,1,"Giordano, Anthony J. ""Ecology and status of the jaguarundi P uma yagouaroundi: A synthesis of existing knowledge."" Mammal Review 46.1 (2016): 30-43",N/A,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Hunter, J., and T. Caro. ""Interspecific competition and predation in American carnivore families."" Ethology Ecology & Evolution 20.4 (2008): 295-324.",N/A,N/A,1,1,0,1,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.) Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,Family,Not enough species specific information.,N/A,0,N/A,0,1,1,"Botts, Ryan T., et al. ""Circadian activity patterns of mammalian predators and prey in Costa Rica."" Journal of mammalogy 101.5 (2020): 1313-1331.",N/A,Activity data from a protected area.,42,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.93,0.15,1.51,Calculated,"Formulas from Boddy et al., 2012"
Herpestes_brachyurus,Urva_brachyura,Carnivora,Herpestidae,Herpestes,brachyurus,1853.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,10,60,30,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",,1,"Twining, Joshua P., Henry Bernard, and Robert M. Ewers. ""Increasing land-use intensity reverses the relative occupancy of two quadrupedal scavengers."" PloS one 12.5 (2017): e0177143",N/A,0,1,0,0,"Taylor, M.E., 1976. The functional anatomy of the hindlimb of some African Viverridae (Carnivora). Journal of Morphology, 148(2), pp.227-253.",Genus,N/A,0,"Jennings, A.P., Zubaid, A. and Veron, G., 2010. Home ranges, movements and activity of the short-tailed mongoose (Herpestes brachyurus) on Peninsular Malaysia.",N/A,N/A,1,0,0,0,"Jennings, A.P., Zubaid, A. and Veron, G., 2010. Home ranges, movements and activity of the short-tailed mongoose (Herpestes brachyurus) on Peninsular Malaysia.",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,"Palomares, F. and Delibes, M., 1990. Habitat preference of large grey mongooses Herpestes ichneumon in Spain. Acta Theriologica, 35(1-2), pp.1-6.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,N/A,13,Reported,"Heldstab, Sandra A., Karin Isler, and Carel P. van Schaik. ""Hibernation constrains brain size evolution in mammals."" Journal of evolutionary biology 31.10 (2018): 1582-1588.",0.82,0.11,1.07,Calculated,"Formulas from Boddy et al., 2012"
Herpestes_edwardsii,Urva_edwardsii,Carnivora,Herpestidae,Herpestes,edwardsii,1324.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,10,70,20,Reported,Wilson & Mittermier (2009). Handbook of the mammals of the world. Lynx edition Vol 1.,N/A,0,N/A,No evidence,0,1,0,0,"Taylor, Mark E. ""Locomotor adaptations by carnivores."" Carnivore behavior, ecology, and evolution. Springer, Boston, MA, 1989. 382-409.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,0,1,0,"Hussain, R. and Mahmood, T., 2016. Comparative Ecology of Two Sympatric Mongoose Species (Herpestes javanicus and H. edwardsii) in Pothwar Plateau, Pakistan. Pakistan Journal of Zoology, 48(6).",N/A,N/A,0,0,0,1,Genus,Not enough species specific information.,N/A,0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,11,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.91,0.12,1.14,Calculated,"Formulas from Boddy et al., 2012"
